搜索关键词,商品名称,价格,评价人数,商家店名
手套,"
								橡胶手套 洗碗手套 家务手套 防水厨房刷碗乳胶手套 塑胶手套 洗衣服胶皮手套清洁 加绒加厚 （3双）加绒款
								
							",32.8,1万+,"
									艾洛菲水具专营店
						"
手套,"
								幻美迪皮手套女士秋冬季骑行加厚加绒保暖防水防风触屏户外棉手套骑车开车可爱韩版PU皮手套 黑色 均码
								幻美迪皮手套女士秋冬季骑行加厚加绒保暖防水防风触屏户外棉手套骑车开车可爱韩版PU皮手套 黑色 均码
							",19.9,77,"
									幻美迪旗舰店
						"
手套,"
								Jack Wolfskin狼爪官方手套男女21秋冬新品户外抓绒保暖休闲舒适五指骑车手套19615 19615-600/黑色/21秋冬 L
								狼爪黑五嗨购！全场低至1折起！领券每满300减40！叠券可达1200减200！戳我领券
							",159,200+,"
									Jack Wolfskin旗舰店
						"
手套,"
								鲜卡  新款可爱韩版学生毛绒手套日系女冬卡通小羊加厚保暖连指挂脖手套xjh 粉色小羊手套
								鲜卡  新款可爱韩版学生毛绒手套日系女冬卡通小羊加厚保暖连指挂脖手套xjh 粉色小羊手套
							",34.8,66,"
									鲜卡旗舰店
						"
手套,"
								檞寄生 手套女冬季保暖加绒加厚棉韩版ins可爱学生骑行骑车防寒 小羊黄色
								手感柔软，舒适暖和，时尚可爱
							",49.9,97,"
									檞寄生旗舰店
						"
手套,"
								云见森知 毛绒手套女冬季韩版软妹可爱卡通熊掌刺绣手套加绒保暖半指翻盖学生骑车手套 白色
								翻盖两用，不掉毛，不掉色
							",49.9,100+,"
									云见森知旗舰店
						"
手套,"
								妙洁 灵巧型手套 清洁耐用橡胶 手套洗碗洗衣 四季可用 大号2双装
								
							",17.9,50万+,"
									妙洁京东自营旗舰店
						"
手套,"
								京振派 手套女冬季韩版毛绒保暖半指手套秋冬学生写字加绒防寒翻盖手套 卡其色
								方便实用，娱乐保暖两不误，更多优惠点击
							",33.9,86,"
									京振派配饰旗舰店
						"
手套,"
								佰思腾 手套男士皮手套男冬季保暖手套加绒加厚触屏骑行摩托车防水防风 经典款 均码
								佰思腾 手套男士皮手套男冬季保暖手套加绒加厚触屏骑行摩托车防水防风 经典款 均码
							",15,1万+,"
									
									佰思腾旗舰店
						"
手套,"
								南极人 手套男冬加绒保暖男士手套户外运动防风防寒触屏手套 黑色
								南极人 手套男冬加绒保暖男士手套户外运动防风防寒触屏手套 黑色
							",49,42,"
									
									南极人奔尼专卖店
						"
手套,"
								皮尔卡丹真皮羊皮触摸屏手套女冬季加绒加厚保暖开车骑车防寒薄款手套送礼新年礼物 黑色(厚绒里) M
								11.25日-11.27日【皮尔卡丹】领券每满200减30，上不封顶；赠运费险、精美包装！更多优惠点我
							",379,15,"
									皮尔卡丹官方旗舰店
						"
手套,"
								Columbia哥伦比亚手套女秋冬新品户外休闲保暖运动骑行手套 CL0061 010 S
								Columbia哥伦比亚手套女秋冬新品户外休闲保暖运动骑行手套 CL0061 010 S
							",169,200+,"
									Columbia京东自营旗舰店
						"
手套,"
								花花公子PLAYBOY皮手套男冬季保暖加绒加厚男士手套可触屏防风骑行摩托车 款式01【加绒触屏】
								
							",38.8,2000+,"
									花花公子潍坊专卖店
						"
手套,"
								京东超市	
云洁 一次性手套 100只 厨房清洁食品餐具卫生厚实手套 均码食品级手套
								云洁 一次性手套 100只 厨房清洁食品餐具卫生厚实手套 均码食品级手套
							",10.8,1万+,"
									云洁京东自营旗舰店
						"
手套,"
								雅鹿羊皮手套男士冬季骑行触屏加绒保暖电动车防风防水开车摩托车手套简约款 羊皮手套简约款 L
								雅鹿羊皮手套男士冬季骑行触屏加绒保暖电动车防风防水开车摩托车手套简约款 羊皮手套简约款 L
							",159,53,"
									雅鹿配饰旗舰店
						"
手套,"
								电动车把套摩托车手套冬季加厚电瓶车PU棉手套皮革自行车防风防寒保暖男女护手 大口径-单封口
								电动车把套摩托车手套冬季加厚电瓶车PU棉手套皮革自行车防风防寒保暖男女护手 大口径-单封口
							",29,1000+,"
									乐骑运动户外专营店
						"
手套,"
								六桔  卡通冬季新款毛绒手套弹力针织手套秋冬女生可爱防寒学生保暖手套 白色
								本店新上的保暖产品都是冬季新款。精美礼盒包装，送老婆送女友送妈妈送闺蜜。都非常合适本店承诺只做精品好产品售后无忧。
							",159,45,"
									六桔旗舰店
						"
手套,"
								
南极人半指手套男冬加绒男士手套冬季保暖毛线手套学生N2E0X850721 藏蓝 均码
								【南极人】冬季爆品推荐：针织手套、皮手套、骑行手套、毛线帽、贝雷帽、围巾、耳罩、口罩/面罩，更多保暖好物》》点击浏览
							",49,500+,"
									南极人服配京东自营旗舰店
						"
手套,"
								魔轮（Move iron）男女防风保暖手套运动健身防水防寒秋冬季滑雪骑行触摸屏全指手套骑行穿戴装备【麻黑色】
								
							",35,2万+,"
									魔轮（Move iron）骑行运动京东自营旗舰店
						"
手套,"
								JEEP吉普【官方】皮手套男山羊皮单皮薄款冬季加绒加厚保暖防风防寒骑行触屏 黑色(加厚-绒里衬) S
								【JEEP吉普官方旗舰专卖店】【相信品牌的力量】店铺提供运费险，七天无理由放心购服务，点此浏览
							",379,1,"
									吉普光影专卖店
						"
手套,"
								皮尔卡丹冬季女士真皮手套保暖加厚加绒山羊皮手套女冬开车防滑骑车触屏手套 M(160/45-50KG)-厚绒里
								法国皮尔卡丹/中国总部直营/百分百正品/送礼佳品/代写贺卡/送运费险
							",258,2000+,"
									皮尔卡丹配饰旗舰店
						"
手套,"
								圣丹美冬2021皮手套女士秋冬季骑行加厚加绒保暖防水防风触屏户外棉手套骑车开车 黑色 均码
								圣丹美冬2021皮手套女士秋冬季骑行加厚加绒保暖防水防风触屏户外棉手套骑车开车 黑色 均码
							",21,2000+,"
									圣丹美冬官方旗舰店
						"
手套,"
								京东国际	
Changsinliving 韩国进口家务手套洗碗橡胶手套厨房洗碗洗衣服防水乳胶手套 三件套M+L+XL
								【爆款直降】部分商品满199减40元，活动仅限：11.24-11.26日,进店铺首页领取优惠劵叠加使用更划算进主场抢0元试用1元换购超划算，抢购中,
							",53,5000+,"
									成社优选旗舰店
						"
手套,"
								妙洁（MIAOJIE）妙洁加长耐用型光里手套中号小号家务加厚厨房洗碗洗衣 橡胶皮防水 红色 小号S
								支持企业团购，量大从优！可开普票专票，普票下单时直接申请电子发票！
							",18.9,2000+,"
									迅驰家居专营店
						"
手套,"
								U.S.POLO ASSN.女士滑雪手套冬季加绒加厚保暖抗寒可触屏户外骑行防风手套女礼盒装 5094023163 黑色
								
							",99,70,"
									us polo assn配饰京东自营旗舰店
						"
手套,"
								雅鹿骑行手套男冬季保暖加绒加厚防风防水反光可触屏户外运动登山手套 黑色 XXL
								雅鹿骑行手套男冬季保暖加绒加厚防风防水反光可触屏户外运动登山手套 黑色 XXL
							",79,200+,"
									雅鹿配饰旗舰店
						"
手套,"
								檞寄生 手套女冬天骑车防寒保暖百搭加绒加厚半指针织毛线手套潮 黑色
								加厚保暖，半指设计，时尚百搭
							",29.9,48,"
									檞寄生旗舰店
						"
手套,"
								嘉湛力一次性手套乳胶橡胶牙科医院防护实验室无粉麻指手套食品级加厚100只/盒 有粉型白色100只小码S
								可免费开电子普通发票，满额可开增值税13%专用发票，优质乳胶手套，现货抢购中。韧性好，不易破，无异味，放心购，让双手不再受损，查看有粉链接
							",58.9,5000+,"
									
									嘉湛力旗舰店
						"
手套,"
								皮尔卡丹真皮手套女冬新款加绒骑行防风保暖蝴蝶结山羊皮手套触屏 薄绒里棕色 L(160-165CM)
								法国皮尔卡丹，中国总部直营，百分百正品，送礼佳品，代写贺卡，送运费险！
							",318,100+,"
									皮尔卡丹配饰专营店
						"
手套,"
								卡帝乐鳄鱼滑雪手套女士冬季防滑加绒加厚保暖骑车骑行学生触屏防风 ST61女款粉色
								【官方专卖】【加绒加厚】【可触屏】
							",58,21,"
									卡帝乐鳄鱼柔尚专卖店
						"
手套,"
								班哲尼 毛线手套儿童款秋冬加厚防风御寒保暖手套五指针织男女童户外中小学生防寒骑行可爱手套 藏青色
								
							",29,200+,"
									班哲尼配饰京东自营旗舰店
						"
手套,"
								劳保手套棉线耐磨加厚防滑汽修劳动男工地干活工人劳动尼龙工作 优质线手套 3双 L
								大量订购有优惠，请咨询在线客服询价~~~
							",5,5000+,"
									大海边工业品专营店
						"
手套,"
								家の物语 日本洗碗手套一次性食品级材质家务清洁手套厨房加长家务清洁洗衣防水手套薄款 特惠 3袋*30只
								【大牌闪购日】爆款直降，部分商品领劵满199减40，活动仅限：11.26日，进店铺首页领取优惠劵叠加使用更划算，0元试用每日限购5名，点进入抢购
							",33.7,100+,"
									家之物语旗舰店
						"
手套,"
								永久 真皮手套男冬季全指手套摩托车公路山地自行车骑行装备长指防滑防风防寒加绒加厚保暖手套 保暖手套
								【永久官方专营店】【京东闪购】【领京东大额券下单享低价】【3.3万+好评爆款油碟山地车相赠豪礼&承诺终身质保~店内配件尊享折扣，快来选购吧！猛戳爆款
							",46.9,94,"
									永久自行车专营店
						"
手套,"
								牧佰澜 手套男冬季加绒加厚骑行可触屏防风防泼水户外运动滑雪开车防滑保暖棉手套 反光条-黑色 均码
								牧佰澜 手套男冬季加绒加厚骑行可触屏防风防泼水户外运动滑雪开车防滑保暖棉手套 反光条-黑色 均码
							",19.9,200+,"
									牧佰澜旗舰店
						"
手套,"
								菲澜奴伦 手套男冬天保暖防滑漏两指垂钓手套骑行外卖骑手开车手套男 黑色二指 均码
								保暖加绒防风防滑耐磨
							",19.9,200+,"
									菲澜奴伦旗舰店
						"
手套,"
								美洲野牛 真皮手套男羊皮秋冬季保暖触屏加绒加厚骑行手套防风新款圣诞礼盒包装实用男士礼物 黑色 XL加大码
								
							",128,1000+,"
									美洲野牛箱包旗舰店
						"
手套,"
								触屏手套女冬季韩版卡通可爱保暖加绒加厚学生情侣户外男骑车防寒 灰色龙猫
								产品质量保证7天无理由退换货
							",9.9,60,"
									XBLGX箱包旗舰店
						"
手套,"
								金利来男士手套保暖加厚加绒羊皮手套男冬季开车防滑骑车手套生日礼物送礼圣诞节礼物送男友送老公 黑色 L
								【金利来.燃冬钜惠】11.21-11.30专区领券享8.5折，专区1件7.2折叠券，更多好物！
							",299,100+,"
									金利来箱包旗舰店
						"
手套,"
								卡蒙毛线手套女冬季保暖骑车手套可爱提花针织手套户外短款情侣款2857 米色（手套专拍） 均码
								0元开卡入会，即可享专属折扣优惠哦点击详情
							",133,70,"
									
									kenmont旗舰店
						"
手套,"
								【优选】皮尔卡丹羊皮手套女冬韩版可爱蝴蝶结加厚保暖触屏开车骑车薄机车 【A款】仙女米白 S
								【京选优品】不比价格比质量，更比服务，可质保，售后无忧！拍下送运费险，支持七天无理由退换货！款式多样关注收藏加购有礼！
							",139,1,"
									若禾内衣专营店
						"
手套,"
								JEEP吉普【官方】山羊皮手套男士开车薄款单层触屏皮手套季加绒保暖真皮手套定制 黑色【裸皮贴手】 M
								【JEEP吉普官方旗舰专卖店】【相信品牌的力量】店铺提供运费险，七天无理由放心购服务，点此浏览
							",549,5,"
									吉普光影专卖店
						"
手套,"
								魔塑亿手 半指手套男冬保暖学生电脑打字写字开车露指手套女冬季漏指半截男士手套骑行 黑色加绒 均码
								魔塑亿手 半指手套男冬保暖学生电脑打字写字开车露指手套女冬季漏指半截男士手套骑行 黑色加绒 均码
							",9.9,200+,"
									
									魔塑亿手官方旗舰店
						"
